lib_id,bioclim_var1,bioclim_var2,bioclim_var3,bioclim_var4,bioclim_var5,bioclim_var6,bioclim_var7,bioclim_var8,bioclim_var9,bioclim_var10,bioclim_var11,bioclim_var12,bioclim_var13,bioclim_var14,bioclim_var15,bioclim_var16,bioclim_var17,bioclim_var18,bioclim_var19
20YZCYBGKW3403,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGKW3404,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGKW3405,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGKW3406,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGKW3407,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGSDH3410,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGSDH3411,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGSDH3412,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGSDH3413,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYXJKW3420,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZCYXJKW3421,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZCYXJSDH3414,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZCYXJSDH3415,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZCYXJSDH3416,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZCYXJSDH3417,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZCYXJSDH3418,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZCYXJSDH3419,10.524999618530273,16.566665649414062,3.4166665077209473,1491,308,10,88.77278137207031,853,40,853,58,10.316666603088379,41.432395935058594,545.1876220703125,21.399999618530273,-3.5,24.899999618530273,16.566665649414062,4.816666603088379
20YZLK7KW3364,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3365,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3372,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3373,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3374,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZXCYKW3390,14.445833206176758,20.41666603088379,7.349999904632568,2089,449,11,94.9240493774414,1247,45,1247,70,10.108333587646484,41.25850296020508,542.9442138671875,25,0.5,24.5,20.41666603088379,8.783333778381348
20YZXCYKW3391,14.445833206176758,20.41666603088379,7.349999904632568,2089,449,11,94.9240493774414,1247,45,1247,70,10.108333587646484,41.25850296020508,542.9442138671875,25,0.5,24.5,20.41666603088379,8.783333778381348
20YZXCYYW3399,14.445833206176758,20.41666603088379,7.349999904632568,2089,449,11,94.9240493774414,1247,45,1247,70,10.108333587646484,41.25850296020508,542.9442138671875,25,0.5,24.5,20.41666603088379,8.783333778381348
20YZXCYYW3400,14.445833206176758,20.41666603088379,7.349999904632568,2089,449,11,94.9240493774414,1247,45,1247,70,10.108333587646484,41.25850296020508,542.9442138671875,25,0.5,24.5,20.41666603088379,8.783333778381348
20YZCYZLKW3426,10.320833206176758,16.366666793823242,3.183333396911621,1477,305,10,88.57311248779297,844,41,844,58,10.291666984558105,41.16666793823242,546.21612548828125,21.200000762939453,-3.799999952316284,25,16.366666793823242,4.616666793823242
20YZCYZLKW3427,10.320833206176758,16.366666793823242,3.183333396911621,1477,305,10,88.57311248779297,844,41,844,58,10.291666984558105,41.16666793823242,546.21612548828125,21.200000762939453,-3.799999952316284,25,16.366666793823242,4.616666793823242
20YZCYZLKW3428,10.320833206176758,16.366666793823242,3.183333396911621,1477,305,10,88.57311248779297,844,41,844,58,10.291666984558105,41.16666793823242,546.21612548828125,21.200000762939453,-3.799999952316284,25,16.366666793823242,4.616666793823242
20YZCYZLKW3429,10.320833206176758,16.366666793823242,3.183333396911621,1477,305,10,88.57311248779297,844,41,844,58,10.291666984558105,41.16666793823242,546.21612548828125,21.200000762939453,-3.799999952316284,25,16.366666793823242,4.616666793823242
20YZCYZLKW3430,10.320833206176758,16.366666793823242,3.183333396911621,1477,305,10,88.57311248779297,844,41,844,58,10.291666984558105,41.16666793823242,546.21612548828125,21.200000762939453,-3.799999952316284,25,16.366666793823242,4.616666793823242
20YZDGAW3378,9.670833587646484,15.933333396911621,2.616666793823242,1042,196,13,69.95745086669922,513,52,513,77,10.041666984558105,40.81978225708008,550.5594482421875,20.399999618530273,-4.199999809265137,24.599998474121094,15.933333396911621,3.950000047683716
20YZDGAW3379,9.670833587646484,15.933333396911621,2.616666793823242,1042,196,13,69.95745086669922,513,52,513,77,10.041666984558105,40.81978225708008,550.5594482421875,20.399999618530273,-4.199999809265137,24.599998474121094,15.933333396911621,3.950000047683716
20YZDGAW3380,9.670833587646484,15.933333396911621,2.616666793823242,1042,196,13,69.95745086669922,513,52,513,77,10.041666984558105,40.81978225708008,550.5594482421875,20.399999618530273,-4.199999809265137,24.599998474121094,15.933333396911621,3.950000047683716
20YZLK4AW3339,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4AW3340,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4AW3341,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4AW3342,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4AW3343,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4AW3344,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK5SR3348,17.858333587646484,22.883333206176758,11.416666984558105,1617,282,18,70.12989807128906,815,79,815,118,10.300000190734863,44.97816467285156,474.5707702636719,26.899999618530273,4,22.899999618530273,22.883333206176758,12.350000381469727
20YZLK5SR3351,17.858333587646484,22.883333206176758,11.416666984558105,1617,282,18,70.12989807128906,815,79,815,118,10.300000190734863,44.97816467285156,474.5707702636719,26.899999618530273,4,22.899999618530273,22.883333206176758,12.350000381469727
20YZLK6SR3352,14.462499618530273,20.233333587646484,7.616666793823242,1518,294,15,77.67442321777344,806,60,806,99,10.074999809265137,41.80498123168945,522.272705078125,24.799999237060547,0.699999988079071,24.099998474121094,20.233333587646484,8.833333015441895
20YZLK7AW3359,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7AW3360,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7AW3362,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3353,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3357,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3358,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3366,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3367,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3368,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3369,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3370,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
